"BehaviorSpace results (NetLogo 6.0.4)"
"behaviour-field7.nlogo"
"Sensitivity-env"
"07/17/2019 13:31:49:975 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","initial-pro","networks","construct-non","rebound","mutate-on?","network-param","initial-non","network-type","niche-construction","random-seed?","social-learning","asocial-learning","rseed","mu","number-of-agents","construct-pro","pro-amount","[step]","mean [pro-env] of turtles","mean [non-env] of turtles","standard-deviation [pro-env] of turtles","standard-deviation [non-env] of turtles","pro-behavior","non-behavior"
"79","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19881855789247596","0.802522350466715","0.050481275573828185","0.045771420999377296","0","300"
"80","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19905789686299635","0.804289042521533","0.053383029763493337","0.04789401463265008","0","300"
"81","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19844420130863333","0.7979136465131019","0.04769005332592376","0.05207187141886262","0","300"
"82","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20033473051295003","0.8046182078566879","0.048802223251627745","0.04919607223152082","0","300"
"83","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20104924453778963","0.801667232501194","0.04876046035084426","0.050405922432873174","0","300"
"84","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1975220625680397","0.8037789318001745","0.046782383049105966","0.05255535463593835","0","300"
"86","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1960916505400456","0.7988174662097534","0.0512925008682641","0.04779908917520494","0","300"
"85","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20327530111687028","0.7995249422289793","0.04909402768679464","0.051473794764131144","0","300"
"87","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20104858135715292","0.7927596905846637","0.04969997402182958","0.050669867420177","0","300"
"88","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19446035612077534","0.8026679685894678","0.049341726308159715","0.049696164042871374","0","300"
"89","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.2011319374168379","0.7990976630427611","0.05094680846999351","0.051387599307379614","0","300"
"91","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20086975898965273","0.7979965794927802","0.049309492813221785","0.04985916899833874","0","300"
"90","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19547369405723528","0.8017434959123442","0.052334220436142054","0.04934558418841316","0","300"
"92","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19662203178477042","0.8021764614032895","0.05279536622145384","0.050099315687451525","0","300"
"94","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20086879018172435","0.794134545164977","0.04813256105392483","0.05024238053914848","0","300"
"93","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19329772305269383","0.801184425763522","0.05011973287852807","0.05104496569273722","0","300"
"96","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19729358064727195","0.7970451323751657","0.05327313259194403","0.04976814142263467","0","300"
"95","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20009222328209486","0.8026576938635838","0.05083552006822091","0.05142520390237478","0","300"
"97","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20113721883826738","0.7967942533822255","0.05018659124445832","0.050605650542222186","0","300"
"98","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.199601356355421","0.7909074527923879","0.049680606048512724","0.05151773464392361","0","300"
"99","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1957335765726408","0.7968093357883612","0.05064910372866881","0.04833187999006536","0","300"
"100","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1978994640831036","0.7999161004146059","0.05148541454471768","0.053207776354976526","0","300"
"102","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19843102584181965","0.7983879869619135","0.04813279443102755","0.04838614550334829","0","300"
"101","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1988948133668751","0.8006960239783656","0.05077967997199029","0.04909288351209894","0","300"
"103","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19917708174658433","0.8012393562049972","0.051491856180024186","0.04845497125312984","0","300"
"104","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.2019252899607216","0.7991496737150509","0.05119627137157598","0.04991094854735698","0","300"
"107","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.1967310279881532","0.7965998067733383","0.047374577760251634","0.050949866089684534","0","300"
"105","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19686641607640354","0.7975318482133011","0.05228634409907272","0.05088256005938157","0","300"
"106","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.20024461962403575","0.7973847380701431","0.04839846759431474","0.04724019482647507","0","300"
"108","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.2023067114429484","0.8036867133014822","0.04795398479483548","0.05052203674116215","0","300"
"109","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19934813263602297","0.8008387658617546","0.05096227866117104","0.0505864760554217","0","300"
"110","0.5","true","5","0","false","5","0.5","KE","true","false","7.0E-5","5.0E-5","74","0.9","300","5","0","2000","0.19771240966498618","0.7995260449540289","0.05066970826617616","0.04771339497236155","0","300"
