"BehaviorSpace results (NetLogo 6.0.4)"
"affordance-landscape.nlogo"
"Stylized batch"
"07/30/2019 17:17:54:818 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","initial-pro","networks","construct-non","mutate-on?","network-param","initial-non","network-type","niche-construction","random-seed?","social-learning","asocial-learning","rseed","mu","number-of-agents","construct-pro","pro-amount","[step]","mean [pro-env] of turtles","mean [non-env] of turtles","standard-deviation [pro-env] of turtles","standard-deviation [non-env] of turtles","pro-behavior","non-behavior"
"1936","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7986253842818691","0.19734906676775396","0.04939051708620808","0.04978077719505997","263","37"
"1937","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.8027195060051135","0.20302758135697332","0.05091040150407081","0.04979462396064211","250","50"
"1938","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.79591148126757","0.19881574135409227","0.0513792176920033","0.04848412082351953","279","21"
"1939","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.798810715302327","0.2015780707031019","0.05299051004763318","0.04991652240741779","254","46"
"1940","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.8020055425707401","0.2032033628110779","0.04862434708895351","0.04959112463290187","260","40"
"1941","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7996955567697401","0.2042590846677305","0.04747163764647944","0.051479436304385506","273","27"
"1943","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.8003077995978807","0.1983309783696054","0.04955634228774287","0.05278044217716364","276","24"
"1942","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.80277767481151","0.2014481772568031","0.05015028706302293","0.05131711198330235","261","39"
"1944","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7966042379815473","0.20341497204581585","0.049139093146429356","0.05282357794817092","264","36"
"1945","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.8016281614503465","0.19757067451068142","0.05163666369446353","0.05007089132533647","257","43"
"1946","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7971274186738225","0.20025927856389772","0.0469339681245276","0.05062020834060129","261","39"
"1948","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.8005798689984089","0.20434136715664208","0.04924193807380298","0.04882602683200072","251","49"
"1947","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7924520560794034","0.2048466181728658","0.052382554321779816","0.05267443978598678","258","42"
"1949","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7992851590636951","0.20245775606193156","0.04965060530163689","0.05018118125515404","254","46"
"1950","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.64","2000","0.7979641871857586","0.1995325548258323","0.053830162123281684","0.05179112853255909","261","39"
"1954","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7963517650752213","0.1984098707521671","0.053345197462693575","0.04855436864126542","264","36"
"1953","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8016259058152129","0.2041333474447432","0.04890015455985169","0.05350617585157633","262","38"
"1951","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7931256587717418","0.19756726416044307","0.05018908400613817","0.05395065620386285","250","50"
"1952","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8023495787587817","0.2024045467840825","0.05271548590996771","0.04955521179416445","255","45"
"1955","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7947086448720482","0.2063684095168265","0.051904920142597455","0.04778417580966429","272","28"
"1956","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8045428328892019","0.20425332985198505","0.046055295325367215","0.05197413665873038","265","35"
"1958","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7932308514647016","0.20015106385024029","0.053698866660454835","0.05209351587420318","267","33"
"1957","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7973943692684915","0.2032391930120596","0.050754188338898915","0.04893201298768869","272","28"
"1959","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.798024745420162","0.21127790593923929","0.050198232346449656","0.0477680278580819","263","37"
"1960","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8010720284645486","0.20111628916082847","0.04956554650150816","0.05247049519063617","268","32"
"1961","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7965656173981464","0.20368793172292474","0.04874385158747157","0.050689086695855465","255","45"
"1963","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8052459401665855","0.2036381731543724","0.04959642007018636","0.049336389167012704","260","40"
"1962","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8028081243608234","0.20287064232622096","0.05156810519184945","0.05030324197749496","266","34"
"1964","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8002547001121787","0.19934647056364704","0.05005362785764189","0.04972625012247807","270","30"
"1965","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7943110923062104","0.20655537208102495","0.04868831223805438","0.05451282760489069","269","31"
"1966","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8000110407814921","0.19599529004962823","0.051496807190842646","0.050957670261364524","250","50"
"1967","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7997629970735816","0.1986729372063795","0.04990103960711266","0.05152988481692635","266","34"
"1969","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7968023695300981","0.1990087454908087","0.048240205622845485","0.0506788066740582","254","46"
"1968","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7986786249335611","0.2008980630269379","0.04666152705074383","0.049782832218806014","269","31"
"1970","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7929509078354151","0.20324983645889194","0.05378232090637635","0.04732810906135705","271","29"
"1971","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7921395272335009","0.20046770443970124","0.0501777303058101","0.050100956094912386","259","41"
"1972","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8013982965996618","0.19627514701162393","0.054018335833742936","0.05282192322217465","269","31"
"1974","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7999545863914387","0.20176733334657548","0.05294268399004831","0.05517216878588153","256","44"
"1973","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7998760441359019","0.2031215857647421","0.05378566285580686","0.04897299696632261","260","40"
"1975","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7991150932291998","0.19740585701305297","0.0512913794990098","0.0477846496875871","271","29"
"1976","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7990038110496808","0.20233660740791595","0.050180427077923466","0.05246852212378435","268","32"
"1977","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.8034486493635252","0.2094829492043397","0.05184487166583021","0.051422738893114446","258","42"
"1978","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7971049355269368","0.2046598562900328","0.05136107088414118","0.051421022439054914","253","47"
"1979","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7969665476498022","0.19998274601982505","0.04657880426703553","0.05151933262266423","262","38"
"1981","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8014014580566415","0.20088131185422414","0.051379720559178145","0.04825940502894872","269","31"
"1980","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.65","2000","0.7998599778846052","0.2013183263949242","0.052021627551810015","0.053047742413881965","272","28"
"1982","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7943723932903823","0.2029070301952105","0.05014568072485226","0.04936949738948054","268","32"
"1983","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8008036032173035","0.19759186336719942","0.04765129500013416","0.04876263024854909","262","38"
"1985","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7992150524466562","0.19415135885342522","0.04704619500950097","0.046834357107405855","261","39"
"1984","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7990211096099344","0.20489869120737766","0.054581901923450665","0.049891930098897065","255","45"
"1986","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7988878942813262","0.19805500094208933","0.050715971388898065","0.048062223398815745","264","36"
"1987","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8020706734656717","0.19995091381289098","0.050169425031727666","0.04895502831355636","262","38"
"1988","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8046757798661475","0.19918639517817419","0.04647677846103988","0.05056160820381449","268","32"
"1989","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8008804090264131","0.20421994368225843","0.04989844805143631","0.050054993132446914","261","39"
"1990","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7946909119456426","0.19481911177587016","0.050659379278319844","0.05208976028435135","271","29"
"1991","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8018809791200187","0.19613403141456046","0.050117417236569865","0.052970161537162115","268","32"
"1993","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7997665505037229","0.20910161253022166","0.05133451600361483","0.053941916195737113","266","34"
"1992","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7965395520371552","0.1994819340538812","0.05482965366315439","0.055324885766484484","268","32"
"1994","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7980910560680106","0.1992512649764127","0.05043320658106106","0.046986679497255206","265","35"
"1995","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7942250153003733","0.20320815327043248","0.05228198277313721","0.04938497759357883","260","40"
"1996","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8038372528564034","0.1992285603504091","0.049790917583177934","0.05049636998012369","267","33"
"1997","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8025323534971345","0.20211336093885254","0.0498155592833868","0.05018894279652334","265","35"
"1999","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7998416885359447","0.20129057960306715","0.050601486211185154","0.053427805587309425","262","38"
"1998","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7929037676508528","0.2022121997106581","0.04774316084262886","0.05142688884851995","271","29"
"2000","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8019177723974383","0.20458961151856742","0.047517688858597716","0.0490599558363595","269","31"
"2001","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7963941119001622","0.2011552721893719","0.04942910035923889","0.050826254320962515","268","32"
"2002","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8008530205143054","0.19961725837535538","0.048324208115784466","0.04871435529156704","266","34"
"2004","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7988103654021985","0.20266532015539984","0.047074063348602126","0.05240349805379998","268","32"
"2003","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8041073168260157","0.1992877400519554","0.04735489558247472","0.050499196933520236","269","31"
"2005","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7975310573699992","0.20382966264394228","0.04929446452867245","0.04905253795379775","266","34"
"2008","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.8014763880325809","0.20358528964017183","0.052526841201106574","0.04630545637626187","258","42"
"2007","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7979166457245065","0.2067099109977066","0.051656014197084016","0.048652789082770855","262","38"
"2006","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.7968799143389673","0.20094191780747286","0.052758966493540414","0.05070035382984882","269","31"
"2009","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.800906627375892","0.19611503651877496","0.049608131002287885","0.04862498295703239","261","39"
"2010","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.66","2000","0.80376077086699","0.200355541796697","0.047494682659517076","0.04837554036646224","261","39"
"2011","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7992444851378077","0.20194479410787258","0.05151858661000153","0.05089970653305041","260","40"
"2012","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7953777112757779","0.20647564937802168","0.0481364160655961","0.05013475082327903","258","42"
"2013","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.801659822620191","0.19602461087519427","0.04822620870625984","0.04629093871309036","272","28"
"2014","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7991697798176557","0.19901581095333012","0.0518059015675352","0.050814976663381854","260","40"
"2018","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.799810487267115","0.20665859376696535","0.05432164614294981","0.0497549838072667","267","33"
"2015","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7970378606292362","0.2040993709894616","0.04892561575509677","0.048346084645323105","273","27"
"2016","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7983377752209514","0.20114228879580406","0.048138671994330015","0.05090585968672519","267","33"
"2017","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7986205128976022","0.19222172837160148","0.049460281936431934","0.05277611873606151","261","39"
"2019","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7978502064630161","0.19802576993213622","0.05316523922083817","0.05293252012418","273","27"
"2020","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7979665106661842","0.20378237645167718","0.05175123249652365","0.05157374992645109","269","31"
"2021","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7977013694546322","0.1993889180152719","0.05477683332503907","0.052144730416037996","273","27"
"2022","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7971881740698002","0.2070490458904012","0.054294533694871173","0.050360393954667376","265","35"
"2023","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7992577756858978","0.1965710721816985","0.052503111764553516","0.051073577107357965","271","29"
"2024","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.804483813230999","0.20955847295987914","0.052640339598874854","0.05030563024343743","263","37"
"2025","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.8005623871601045","0.20058532714037328","0.05303942979967734","0.04890010652956643","267","33"
"2027","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7980299009436643","0.20143548991157356","0.048521266700447874","0.052953497767378545","268","32"
"2026","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7999258137176871","0.20156931728157118","0.04769367921813565","0.05153977142434625","258","42"
"2028","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.8008292832749682","0.20195230438899703","0.04976762543980684","0.05260551638955084","269","31"
"2029","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.8024287201573985","0.20015961266940183","0.048816057081669","0.05434212736695593","260","40"
"2031","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7978810730615108","0.20152405447287922","0.0497214693514566","0.04961144786683427","268","32"
"2030","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7955878303363081","0.20509356368638834","0.04773286922062191","0.05370425431592258","276","24"
"2032","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7961694741059645","0.19898176580227012","0.05091309869550599","0.048711357283945066","262","38"
"2033","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.8006037807050864","0.19927311923847368","0.05117807888288669","0.04966673860995975","270","30"
"2034","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7979064722862913","0.1991800028538512","0.04640541585670938","0.04827688224176386","258","42"
"2035","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7983946560454307","0.19521905115484975","0.05299905230118083","0.047050638322882136","268","32"
"2038","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7984781345121056","0.19811952421002596","0.0474504718518463","0.051739801658288696","279","21"
"2036","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.802693099361078","0.20036248109756383","0.04921192596333073","0.05071208741639554","273","27"
"2037","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.8010420372555226","0.2036999859003279","0.049299910110780776","0.04879906497046042","261","39"
"2039","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.7986819536751685","0.19503023188415908","0.048533118194221896","0.05002473588179297","275","25"
"2040","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.67","2000","0.8048194583261605","0.20432120583426353","0.049908860680221004","0.0463110789915003","272","28"
"2042","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7947316489237239","0.2023830829051114","0.04950640569620392","0.0477681052041909","267","33"
"2041","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7988161157246209","0.20186479349298747","0.05398503794162115","0.050193423123673704","267","33"
"2043","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7937504788111052","0.19378607589087216","0.04975872325700319","0.05093380532248834","275","25"
"2044","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8006226715135158","0.197745534914912","0.05073884027706702","0.04684645990225289","269","31"
"2045","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8005526068514475","0.19882288748836077","0.052443923322522304","0.0466739292759288","275","25"
"2046","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.79800518003987","0.20177589343914923","0.04732894819266147","0.05063326353170822","270","30"
"2048","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7992281167091987","0.19858690293600278","0.051262847577064174","0.04802944460519131","280","20"
"2047","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8045359926612442","0.20435911077996582","0.050182438143701644","0.05214673606777141","266","34"
"2049","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8034255437598202","0.20368960710165343","0.05291726742809145","0.04917094159054714","267","33"
"2050","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7992113542144835","0.19663893376745872","0.05206239254847237","0.04824030623284674","279","21"
"2052","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.800541795551284","0.19502155810715696","0.04940242932531048","0.05091292219445499","270","30"
"2051","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8022471578166703","0.2003636319149736","0.05106847224173546","0.05003025805375719","270","30"
"2053","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7990592422133004","0.20076238551792164","0.05301538175682949","0.04911009312531497","277","23"
"2054","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8011471225282462","0.19717773717029283","0.04993597721326038","0.05009908330633664","272","28"
"2055","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7966417000747629","0.20087137205330444","0.04715886776784803","0.0476314806860287","267","33"
"2056","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7969109098596602","0.1947606336214852","0.049527136605217854","0.04866338914973613","276","24"
"2059","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8046374378621999","0.19681888534239203","0.04671333650945437","0.051633432280002466","273","27"
"2057","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7982266144498729","0.2018316404111499","0.04335961934918705","0.05252602016071633","274","26"
"2058","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8029607632501553","0.19994587685618398","0.049838387313522504","0.04910628960606186","266","34"
"2061","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7970110870192326","0.198072187069805","0.05134141235349924","0.05153961037896096","257","43"
"2060","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.799026007976038","0.20330900127183377","0.05067198430197397","0.052720084303428075","276","24"
"2062","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7980874175645462","0.1949195925720257","0.04873649458697298","0.0451556342193236","270","30"
"2065","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7961847040430784","0.20010973256159267","0.05027575493789593","0.05332116030990754","274","26"
"2063","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7979120050587717","0.1949758898922643","0.050382317823786195","0.04696685429387253","269","31"
"2064","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7980713784859688","0.19946010650286658","0.05287922446823398","0.05077553249510273","270","30"
"2067","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7960422025418381","0.19978316011650837","0.05026623769177793","0.049595051292653305","271","29"
"2066","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8032227628219252","0.19544106840107542","0.051898494778269","0.045466776396638056","269","31"
"2068","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8015418650099858","0.19948626662770133","0.04984887025917454","0.04956945535733552","265","35"
"2069","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.8035797503076867","0.1947846960795241","0.05128680414987097","0.051298613263439076","268","32"
"2071","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.69","2000","0.8025405262787068","0.20076027035141833","0.04657714817532455","0.05200433161356298","267","33"
"2070","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.68","2000","0.7970506532055095","0.2018860843052374","0.049715375555343146","0.04907531479510019","272","28"
"2072","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.69","2000","0.7985269956207304","0.20258020590996287","0.050359737436739695","0.04904326357391444","277","23"
"2073","0.5","true","10","false","5","0.5","KE","false","false","7.0E-5","5.0E-5","74","0.9","300","10","0.69","2000","0.8028568293299227","0.1984294842935403","0.051312988594567566","0.049703236943540896","269","31"
