"BehaviorSpace results (NetLogo 6.0.4)"
"affordance-landscape.nlogo"
"Copenhagen timeseries batch"
"07/31/2019 13:52:15:321 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","networks","initial-pro","construct-non","mutate-on?","network-param","initial-non","network-type","niche-construction","random-seed?","social-learning","rseed","asocial-learning","mu","number-of-agents","construct-pro","pro-amount","[step]","pro-behavior","non-behavior","mean [pro-env] of turtles","mean [non-env] of turtles"
"1373","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.5","0.4","17885","227","73","0.548523959011128","0.36706339361425344"
"1376","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.5","0.4","17885","134","166","0.20286380412347818","0.5730601501327296"
"1375","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.5","0.4","17885","117","183","0.22057569079076667","0.7069614512628081"
"1379","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.5","0.4","17885","109","191","0.2426950190250482","0.7980328134397564"
"1377","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.5","0.4","17885","130","170","0.32628607552917266","0.7746105525170938"
"1380","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.5","0.4","17885","253","47","0.7813745195271934","0.29517679227686466"
"1382","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","93","207","0.19706008692437715","0.8020456379888898"
"1381","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","124","176","0.2545014650543608","0.7078823577851402"
"1383","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","110","190","0.19954785754949475","0.7612469928422398"
"1386","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","127","173","0.2740120580741899","0.7116178556746788"
"1385","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","286","14","0.7976053379143566","0.19930741094377302"
"1384","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","113","187","0.23683588824048443","0.7993541129553068"
"1388","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","260","40","0.6880303501802675","0.2319702815177086"
"1389","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","172","128","0.3688087816775665","0.5889373615615312"
"1387","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","271","29","0.7724089247649782","0.20348928382989803"
"1390","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","160","140","0.4064634440194777","0.7472505082998564"
"1392","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","274","26","0.7957533012837924","0.1982733272842932"
"1391","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","151","149","0.3568498931801175","0.7266098183545061"
"1393","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","128","172","0.2452841414841726","0.7614040863066391"
"1396","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","95","205","0.19480813611549308","0.7946157185126296"
"1394","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","215","85","0.5857623228798017","0.42113344430750177"
"1395","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","112","188","0.20180961759226443","0.7160859863319368"
"1397","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","95","205","0.20175600843555874","0.6467397160973508"
"1398","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","273","27","0.7949696842071597","0.2071306586397048"
"1399","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","194","106","0.5163339406219096","0.5793163435169288"
"1402","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","107","193","0.19745795870423974","0.7598878401442942"
"1400","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","106","194","0.19780002911770023","0.7994070348903426"
"1401","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","264","36","0.7979265687463869","0.19942333882773497"
"1403","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","283","17","0.786154111417165","0.198859700095282"
"1406","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","268","32","0.7323685770223094","0.19940188523379626"
"1405","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","109","191","0.20271246942264404","0.7364949479859747"
"1408","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","250","50","0.7567714652423143","0.33712232448986557"
"1409","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","143","157","0.2999517861913554","0.7504423572846141"
"1407","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","120","180","0.28273962750385945","0.7994874008588985"
"1404","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","91","209","0.22010443982506941","0.8012972503317124"
"1410","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.6","0.4","17885","274","26","0.7973473028424578","0.22268099002419428"
"1411","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","163","137","0.2749824020799053","0.6683708837877446"
"1412","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","139","161","0.34186187591229805","0.7706199076664728"
"1413","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","186","114","0.42173138438700614","0.6666459327944326"
"1414","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","258","42","0.7942763155661984","0.32433773834360063"
"1416","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","116","184","0.24663961263107373","0.7720116591554137"
"1415","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","113","187","0.19842766756767288","0.5940933267010204"
"1417","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","281","19","0.7890219933050072","0.2124021448917541"
"1418","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","96","204","0.21472473219174767","0.7568645549542119"
"1419","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","93","207","0.1996042471288154","0.7714141081477107"
"1420","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","268","32","0.7454744100884063","0.26283186970156003"
"1423","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","169","131","0.519620371473754","0.6982520777636603"
"1422","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","172","128","0.46560879901949176","0.7395440799185923"
"1424","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","172","128","0.4115241254442896","0.5336003614672936"
"1421","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","272","28","0.7967353534219728","0.2480360215328827"
"1425","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","111","189","0.20591294506932276","0.6918140664124083"
"1427","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","104","196","0.24645403000096577","0.7827896300059106"
"1426","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","127","173","0.2972671281018134","0.7960731367457735"
"1428","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","278","22","0.8500154963836754","0.19765540657968142"
"1431","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","120","180","0.2694753251693496","0.7722731762576708"
"1429","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","112","188","0.2196562516980965","0.767864417979968"
"1430","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","258","42","0.7947874297838532","0.30287215324785216"
"1433","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","203","97","0.5379186698981558","0.5684217291983785"
"1434","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","198","102","0.7337692262079276","0.7501811749502709"
"1432","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","103","197","0.2408736963269547","0.7981251831726656"
"1435","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","283","17","0.802577196299345","0.1993329462266693"
"1438","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","219","81","0.5201754677399747","0.5273342565773812"
"1437","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","131","169","0.23552653104664326","0.6857485991007226"
"1436","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","265","35","0.7726542670207062","0.21426550000457856"
"1439","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","111","189","0.2208339708332515","0.7933157161520011"
"1440","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.7","0.4","17885","249","51","0.3943549370549648","0.20032182754648306"
"1441","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","168","132","0.38061527859159655","0.6483816285378212"
"1443","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","95","205","0.19994851539993036","0.8019500843703287"
"1442","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","272","28","0.7992330046891228","0.26706346304455186"
"1444","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","134","166","0.2587870237528916","0.7499764355959467"
"1447","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","87","213","0.19601756419545255","0.8069877158001386"
"1448","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","278","22","0.8003958117255724","0.20017386106265772"
"1445","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","164","136","0.46111268305252795","0.7853681711305436"
"1446","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","105","195","0.21232470656410785","0.787497889116094"
"1449","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","109","191","0.19675727591908446","0.7431048994490207"
"1450","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","272","28","0.7956925269727546","0.20338689477333471"
"1451","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","243","57","0.4480582187108023","0.21750402949803865"
"1453","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","162","138","0.3922205533348125","0.7480394867182639"
"1452","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","264","36","0.7922596683953758","0.23413219109400696"
"1454","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","148","152","0.3404910278204083","0.7690208989607387"
"1455","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","201","99","0.445606342913175","0.668107543157433"
"1456","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","265","35","0.7211213766131271","0.292008900600477"
"1458","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","250","50","0.6564971627671354","0.29933655025865635"
"1457","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","249","51","0.736907112598235","0.4121748494780718"
"1459","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","274","26","0.7991334587723764","0.19932017533133742"
"1460","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","277","23","0.7856113705600185","0.19950585930801287"
"1461","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","96","204","0.19855428626743904","0.79703365460616"
"1464","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","109","191","0.1990839137160917","0.7996377786474894"
"1463","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","230","70","0.729121257448663","0.3989729749811624"
"1469","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","145","155","0.22593258340244118","0.5683262210067455"
"1466","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","263","37","0.7918009059916605","0.22506478430113092"
"1465","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","135","165","0.2992716177267352","0.7755005674126013"
"1462","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","257","43","0.6422526448281787","0.2790831933504134"
"1468","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","109","191","0.2289450539019424","0.7878625946099317"
"1467","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","133","167","0.23414284415563955","0.6065238524109327"
"1470","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.8","0.4","17885","277","23","0.7602844939836784","0.19663767321072795"
"1471","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","127","173","0.25094317283710166","0.7633575966072509"
"1472","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","109","191","0.19998329257381242","0.645874834451778"
"1473","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","247","53","0.7518107947743148","0.3589221714106538"
"1474","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","265","35","0.7552244874949317","0.2683378116361839"
"1476","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","233","67","0.7113210178962537","0.4830758912470107"
"1477","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","185","115","0.4611718779419348","0.6357064874128389"
"1480","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","195","105","0.4164300320484992","0.4527534200611812"
"1478","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","273","27","0.7887379504267916","0.20138736306432767"
"1475","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","136","164","0.34421686616536157","0.7989592268243592"
"1481","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","128","172","0.2661585167026209","0.767633311197091"
"1482","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","118","182","0.25172512206853953","0.7668510813842981"
"1479","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","141","159","0.3202592332899628","0.7800598666616012"
"1483","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","101","199","0.1996339876397692","0.8005315107030273"
"1484","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","147","153","0.3424238226702356","0.7685207528526075"
"1487","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","264","36","0.6347481971922365","0.2710720299186424"
"1485","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","231","69","0.6273559609720358","0.47383560664132884"
"1486","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","112","188","0.20262730902624107","0.6998502575364152"
"1488","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","265","35","0.8022081253009022","0.31385550414520885"
"1489","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","117","183","0.23918493144775912","0.8020254782386492"
"1490","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","282","18","0.7026782323734894","0.19535585830503094"
"1493","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","97","203","0.20374894966294257","0.7984900718166303"
"1492","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","154","146","0.3756106974866155","0.6703627162287932"
"1491","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","143","157","0.33377242929278333","0.80113228070049"
"1495","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","275","25","0.7573626940504089","0.21525966531693252"
"1494","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","126","174","0.26615048516229983","0.7984029348173627"
"1497","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","269","31","0.780807694085679","0.23478973474408582"
"1499","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","217","83","0.6198546668867576","0.511841672705034"
"1496","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","131","169","0.3383416469168888","0.7955506806932687"
"1498","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","127","173","0.21160113833343183","0.7595922762299397"
"1501","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","280","20","0.7048951321464468","0.20252207266016253"
"1500","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","5.9","0.4","17885","134","166","0.25594829078187625","0.8026532606497734"
"1503","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","218","82","0.45293940792914233","0.3060358813462789"
"1502","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","162","138","0.44072394667282927","0.7936208139025822"
"1504","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","119","181","0.20095887656512032","0.805116120916091"
"1505","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","272","28","0.7676643349171668","0.2342293456991282"
"1508","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","272","28","0.8076169333553628","0.1988543136601938"
"1506","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","162","138","0.38324685529954017","0.6924267204839655"
"1509","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","268","32","0.7132964700879173","0.2119506813998919"
"1507","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","260","40","0.6452035329024685","0.2296739917499456"
"1511","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","274","26","0.8018093229258095","0.20087424811515678"
"1510","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","220","80","0.6408819076312833","0.46179103310661473"
"1512","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","245","55","0.6125228520789769","0.30507585243357677"
"1513","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","264","36","0.746758648611428","0.23481330455261784"
"1514","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","278","22","0.797015819682071","0.20170447996331886"
"1515","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","257","43","0.6184556495132508","0.20959146174737175"
"1516","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","109","191","0.2022122226321512","0.8043879581386524"
"1518","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","264","36","0.7110100381795421","0.2055264580509008"
"1517","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","236","64","0.7542844251657698","0.4073059367046362"
"1519","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","272","28","0.7819214079497008","0.19723954961093743"
"1520","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","252","48","0.6228487148701364","0.21538940739164772"
"1522","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","98","202","0.2045959490546033","0.7190229312254607"
"1523","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","282","18","0.776587689408256","0.19954912593179439"
"1524","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","117","183","0.20123047448077755","0.7504950461302266"
"1526","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","130","170","0.2877001642430348","0.6905693557412349"
"1525","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","290","10","0.7949852051557713","0.20786048804370288"
"1521","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","143","157","0.3204685296310553","0.7398691479319003"
"1529","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","276","24","0.7280792057354074","0.2010483219472794"
"1527","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","121","179","0.2431682951982773","0.7992038167624292"
"1528","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","107","193","0.20191036310982755","0.8003668167883831"
"1531","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","201","99","0.5319539165736643","0.6617609462855815"
"1530","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6","0.4","17885","274","26","0.8052691451821649","0.20671148451082097"
"1532","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","189","111","0.5480609193818198","0.7449802828915063"
"1533","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","104","196","0.1979090463140757","0.7992595802580504"
"1535","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","143","157","0.2979377727490591","0.6435832950350444"
"1539","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","287","13","0.7972970793134513","0.20113463143108573"
"1536","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","266","34","0.7992923966207273","0.24020259839326197"
"1537","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","173","127","0.3595028709583859","0.6955146901023009"
"1534","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","281","19","0.795767174861138","0.20051702630997312"
"1540","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","263","37","0.6448795506745971","0.23854648948379203"
"1538","true","0.2","0","true","5","0.8","KE","true","false","7.0E-5","74","5.0E-5","0.9","300","6.1","0.4","17885","101","199","0.20729227206627057","0.7978568564044377"
