[run number],number-of-agents,pro-amount,initial-pro,initial-non,construct-pro,construct-non,social-learning,asocial-learning,network-param,network-type,mu,mutate-on?,rseed,random-seed?,networks,niche-construction,random-seed,[step],pro-behavior,siminputrow
1,305.66144,0.41495,0.51478,0.33712,4.40923,9.38816,2.8e-4,2.7e-4,6.84748,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,60,25
1,877.76442,0.55923,0.3377,0.41394,6.38099,3.22197,4.4e-4,5.8e-4,5.93029,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,784,26
1,415.42381,0.41748,0.56549,0.60258,7.49084,6.13757,3e-4,2.2e-4,4.72226,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,53,27
1,364.1657,0.58178,0.62892,0.34048,8.37908,2.04316,7.3e-4,2.5e-4,4.74627,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,334,28
1,780.7118,0.64534,0.42882,0.54378,5.23853,6.26734,2e-4,4.1e-4,3.36832,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,699,29
1,973.19333,0.65239,0.47865,0.35459,3.25719,1.54981,5e-4,6.6e-4,4.47536,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,865,30
1,617.7652,0.55321,0.64083,0.42573,1.12711,3.07053,2.2e-4,7.2e-4,4.90938,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,522,31
1,876.18376,0.3811,0.46871,0.57356,4.2974,7.11719,4.1e-4,3.4e-4,6.05349,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,105,32
1,294.14358,0.45402,0.45536,0.36132,4.22891,6.19124,7.1e-4,7e-4,5.37448,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,179,33
1,421.64808,0.52606,0.45672,0.44142,7.09347,2.91261,3.3e-4,4.8e-4,4.99909,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,363,34
1,438.03014,0.51079,0.62711,0.43599,9.50996,3.03106,7.5e-4,6.5e-4,5.05805,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,394,35
1,480.644,0.5206,0.60601,0.33977,2.83142,4.52597,4.4e-4,4.1e-4,5.78699,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,388,36
1,658.23559,0.3395,0.5885,0.53373,0.36084,4.47952,5.9e-4,3.2e-4,4.58706,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,73,37
1,405.79291,0.34915,0.54344,0.51126,4.0312,0.58837,6.4e-4,6.8e-4,6.64642,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,41,38
1,363.16774,0.61009,0.41286,0.38789,2.51337,3.53676,7.2e-4,3e-4,3.19815,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,322,39
1,755.54525,0.53133,0.61032,0.37553,5.40935,0.42639,6.7e-4,5.9e-4,4.34992,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,648,40
1,396.77973,0.60234,0.43978,0.54818,8.97311,0.44726,2.9e-4,6.9e-4,4.06006,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,365,41
1,359.1289,0.42747,0.44838,0.60863,5.33049,0.20895,3.6e-4,5.9e-4,3.76444,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,53,42
1,330.45762,0.65666,0.40136,0.54613,0.44244,5.79431,3.8e-4,5.8e-4,3.24211,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,295,43
1,246.97141,0.65475,0.55886,0.5327,5.74508,5.43647,7.7e-4,4.8e-4,3.52966,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,225,44
1,402.33627,0.50436,0.53422,0.51259,0.17343,5.01291,2.3e-4,2.8e-4,5.3462,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,206,45
1,150.7872,0.35311,0.53156,0.42116,6.04784,4.06301,6.5e-4,4.3e-4,3.13169,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,24,46
1,346.90137,0.43952,0.38295,0.56531,6.93965,7.01982,4.7e-4,5e-4,3.33357,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,50,47
1,354.51095,0.33028,0.6381,0.56852,7.58116,1.20751,3.2e-4,3e-4,6.48815,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,51,48
1,257.44012,0.34143,0.6023,0.50292,9.35609,6.77614,4.1e-4,7.6e-4,4.24293,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,23,49
1,185.10357,0.50527,0.54161,0.45646,5.39641,5.38884,2.7e-4,7.5e-4,6.18189,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,151,50
1,718.39625,0.41956,0.55051,0.35685,1.28842,3.14878,3.5e-4,2.4e-4,3.58916,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,421,51
1,138.60738,0.35989,0.45029,0.35575,9.38531,7.92113,4.7e-4,3.4e-4,5.08127,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,17,52
1,334.27259,0.34008,0.48093,0.62893,4.60068,9.96864,4.5e-4,2.8e-4,3.81017,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,29,53
1,190.47843,0.34606,0.3695,0.60818,1.54824,2.62401,4.8e-4,5e-4,6.51062,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,13,54
1,393.77801,0.62278,0.59144,0.51679,0.85728,4.77631,7.2e-4,7e-4,4.97869,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,338,55
1,707.8905,0.46102,0.62623,0.50982,6.23952,8.5638,3.7e-4,2.2e-4,6.16109,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,535,56
1,788.57798,0.37845,0.44966,0.49478,7.63521,4.62311,7.3e-4,5.8e-4,6.37569,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,91,57
1,809.1722,0.41318,0.5559,0.60999,1.01341,7.36313,7.8e-4,6.1e-4,4.39634,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,77,58
1,154.99092,0.61899,0.48622,0.65226,2.86491,3.38613,7.3e-4,7.4e-4,6.32348,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,126,59
1,424.15531,0.41624,0.58459,0.42179,0.25487,4.43212,5.5e-4,6.1e-4,3.85352,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,59,60
1,572.98059,0.59076,0.45293,0.59655,5.35849,6.75637,6.1e-4,7.3e-4,4.5436,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,475,61
1,535.60943,0.4479,0.40929,0.58024,4.14214,7.86756,5.9e-4,7.7e-4,3.96568,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,64,62
1,139.47232,0.60058,0.33112,0.58608,8.76824,9.14756,4e-4,3.5e-4,5.51612,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,24,63
1,104.96218,0.39778,0.61441,0.36383,3.02871,3.50991,6.7e-4,6.8e-4,6.70797,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,82,64
1,545.97905,0.57558,0.43831,0.46696,6.13781,4.58437,3.7e-4,7.1e-4,6.46603,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,487,65
1,276.9959,0.61488,0.52684,0.4332,3.38382,3.64753,5e-4,4.2e-4,3.09773,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,243,66
1,962.14017,0.49563,0.42504,0.65005,1.51598,7.30596,7.2e-4,7.6e-4,5.39339,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,125,67
1,227.36287,0.56715,0.51882,0.57879,7.10431,8.36798,3e-4,4.2e-4,6.00384,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,205,68
1,805.0027,0.57724,0.61705,0.48938,2.5585,4.00219,3.9e-4,4e-4,5.46008,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,685,69
1,461.24002,0.48888,0.37878,0.58195,7.89162,0.83966,2.5e-4,6.2e-4,3.2226,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,103,70
1,748.37163,0.59914,0.57005,0.40483,1.07427,5.18813,6.8e-4,3.8e-4,4.80566,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,638,71
1,193.09902,0.40228,0.49353,0.45846,8.44498,5.64506,2.5e-4,6.3e-4,5.95713,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,21,72
1,851.7026,0.6389,0.4041,0.55703,3.16418,0.62027,7.8e-4,5.1e-4,6.47171,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,782,73
1,839.5365,0.36933,0.63327,0.34788,3.20943,9.51643,7.1e-4,2.9e-4,6.40548,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,483,74
1,176.02902,0.47147,0.38732,0.51395,0.48743,2.84615,7.4e-4,3.1e-4,5.21362,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,16,75
1,917.23483,0.46597,0.33514,0.59901,8.12813,0.06822,4.2e-4,5.3e-4,6.13133,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,163,76
1,134.29147,0.65397,0.36552,0.6043,8.15698,1.32546,4.3e-4,5.2e-4,3.68227,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,118,77
1,873.7759,0.51186,0.53807,0.65772,3.77374,7.04794,6.2e-4,3.8e-4,4.52212,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,143,78
1,435.8141,0.41192,0.47785,0.33836,0.72365,1.03985,5.1e-4,6.5e-4,3.48879,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,98,79
1,842.82441,0.63569,0.61836,0.38964,2.70596,8.86483,2.9e-4,6.7e-4,5.04921,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,722,80
1,388.49407,0.40511,0.58111,0.39743,4.68641,0.98564,4.7e-4,3.2e-4,6.91627,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,245,81
1,715.70172,0.53643,0.50386,0.34953,6.84035,5.73103,2.5e-4,7.9e-4,4.69015,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,599,82
1,939.50191,0.37311,0.39753,0.62456,4.7737,1.77028,3.6e-4,3.6e-4,4.88264,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,124,83
1,118.63148,0.39312,0.54708,0.40813,5.4681,0.51198,2.3e-4,7.4e-4,6.03616,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,16,84
1,457.29145,0.56487,0.36355,0.56567,8.40298,9.70764,5.2e-4,4.2e-4,5.98419,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,77,85
1,132.60265,0.53792,0.52549,0.55109,6.80802,6.03738,4.8e-4,3.9e-4,4.32211,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,115,86
1,945.94359,0.46523,0.41489,0.48658,3.94166,3.95775,7.5e-4,3.9e-4,6.58942,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,144,87
1,125.47293,0.34999,0.57701,0.41794,7.97821,5.59871,7.6e-4,3e-4,4.5152,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,8,88
1,372.96619,0.45857,0.51037,0.47225,2.68242,6.92709,2.7e-4,7.8e-4,5.23001,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,53,89
1,145.42221,0.34421,0.62377,0.59588,0.80404,5.29132,6.3e-4,2.4e-4,4.22587,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,19,90
1,620.71766,0.55518,0.39414,0.33114,4.2624,3.57641,4.7e-4,2.5e-4,5.99969,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,544,91
1,179.96574,0.64759,0.56172,0.52672,1.76544,6.39767,2.7e-4,6.1e-4,5.70418,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,161,92
1,793.11571,0.63745,0.4315,0.3354,7.29078,5.69318,6.4e-4,2.5e-4,3.44777,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,732,93
1,700.02164,0.56848,0.4647,0.35181,8.65099,4.3616,3.2e-4,6.2e-4,4.85667,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,627,94
1,281.27229,0.43297,0.37273,0.59496,7.84357,0.3257,5.5e-4,4.9e-4,6.7374,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,37,95
1,981.33145,0.35165,0.33701,0.47926,1.37912,2.3486,3.6e-4,3.4e-4,4.61532,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,110,96
1,378.00326,0.37283,0.35434,0.49246,4.76154,2.93725,7.7e-4,2.7e-4,6.04944,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,38,97
1,237.73345,0.52518,0.42945,0.65233,8.04491,4.9591,3.2e-4,7.8e-4,4.22862,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,46,98
1,648.19539,0.49988,0.34208,0.62147,1.60413,8.41379,5.9e-4,2.2e-4,4.13809,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,80,99
1,345.4869,0.36352,0.64822,0.53053,7.42319,7.17697,2.6e-4,5.3e-4,4.71175,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,28,100
1,209.65069,0.47375,0.41765,0.37489,8.68087,7.14919,6.5e-4,5.9e-4,3.67125,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,166,101
1,142.50515,0.58813,0.34997,0.53596,6.74577,2.10925,2e-4,2.5e-4,6.307,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,84,102
1,270.16868,0.36278,0.54808,0.33395,4.46664,6.81633,4.9e-4,4.7e-4,6.08579,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,31,103
1,689.14189,0.62645,0.36651,0.64816,8.82104,7.28703,6.4e-4,3.1e-4,5.20875,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,291,104
1,469.12553,0.65999,0.64684,0.63702,4.89087,8.47898,2.7e-4,5.6e-4,4.08469,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,423,105
1,318.89253,0.50265,0.4638,0.47635,4.71823,1.8872,6.9e-4,6.4e-4,4.02968,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,144,106
1,510.08697,0.50713,0.37389,0.64303,3.57222,4.91621,2.4e-4,6.5e-4,5.02097,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,81,107
1,589.94584,0.4069,0.52123,0.38169,8.7446,9.88485,6.9e-4,6e-4,5.71337,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,46,108
1,398.03074,0.34776,0.4976,0.63263,6.27634,5.94429,3.6e-4,3e-4,5.55372,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,33,109
1,214.75567,0.51533,0.56652,0.58494,8.93621,7.84716,6.6e-4,6.4e-4,6.98832,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,184,110
1,752.3467,0.62567,0.56096,0.45071,9.72246,5.99142,2.3e-4,2.3e-4,6.55806,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,685,111
1,763.89527,0.57966,0.64591,0.43115,5.01548,9.4111,6.8e-4,4.3e-4,3.57969,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,664,112
1,605.07466,0.33712,0.34036,0.52711,4.32247,8.61167,6.1e-4,2.1e-4,5.85496,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,36,113
1,920.48088,0.33815,0.56854,0.56312,3.60432,1.13227,2.6e-4,5.6e-4,6.93853,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,99,114
1,627.38762,0.34252,0.57469,0.40036,6.31505,2.7742,3.7e-4,3.8e-4,3.4141,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,61,115
1,982.77989,0.36736,0.56945,0.51897,9.20015,9.90122,2.5e-4,6.8e-4,5.15342,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,80,116
1,516.81984,0.45471,0.4912,0.60567,6.71921,3.76224,7.2e-4,2.3e-4,5.43785,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,72,117
1,893.82653,0.44411,0.40295,0.55623,4.13244,6.96433,6.2e-4,2.8e-4,4.06741,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,108,118
1,923.77095,0.43456,0.33376,0.52549,7.38349,1.16709,4.9e-4,7.3e-4,3.81665,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,144,119
1,556.58252,0.45071,0.57404,0.51711,8.28736,0.96623,6.6e-4,6.7e-4,3.2779,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,93,120
1,899.70583,0.62895,0.61102,0.65553,6.6236,1.45684,3.3e-4,4.4e-4,4.01322,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,816,121
1,312.44421,0.40969,0.65512,0.33056,3.40692,8.59565,7.9e-4,7e-4,4.46125,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,244,122
1,341.71534,0.46331,0.44048,0.4375,3.28024,8.03429,7e-4,4.3e-4,6.60981,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,30,123
1,704.68068,0.35274,0.61371,0.54906,1.63562,1.61419,6.2e-4,7.5e-4,6.22342,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,77,124
1,957.69605,0.65851,0.40712,0.63024,0.15962,6.07954,4.6e-4,5e-4,4.82202,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,831,125
1,743.61761,0.59311,0.55388,0.46466,5.12594,2.53399,5.7e-4,3.9e-4,4.28203,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,666,126
1,482.1387,0.46949,0.55209,0.57568,8.30483,3.19644,7.9e-4,7.7e-4,5.84714,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,99,127
1,611.90136,0.3917,0.46201,0.49127,1.83532,5.16477,4.2e-4,4.4e-4,5.25753,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,69,128
1,804.61319,0.51837,0.35906,0.37779,2.89436,0.71442,5.3e-4,4.4e-4,4.33473,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,643,129
1,601.66444,0.36127,0.56525,0.4659,3.6885,3.62325,3.1e-4,2.3e-4,5.81071,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,66,130
1,925.96833,0.38811,0.63395,0.46093,9.81211,9.57022,5.4e-4,3.8e-4,6.35267,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,84,131
1,564.79195,0.40459,0.38259,0.63105,5.14531,2.14434,6.6e-4,5.3e-4,4.8383,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,76,132
1,581.37522,0.60557,0.65716,0.64544,3.99629,5.51713,6.9e-4,2.6e-4,6.09554,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,517,133
1,570.57959,0.48151,0.45207,0.57062,2.756,7.94192,4e-4,3.9e-4,4.27045,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,75,134
1,408.89148,0.5174,0.59195,0.36537,1.99874,4.15568,6.8e-4,3.4e-4,3.99804,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,340,135
1,532.04237,0.45133,0.57634,0.43904,1.72713,1.48849,7.4e-4,3.7e-4,4.93974,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,251,136
1,992.00609,0.58708,0.39841,0.51358,7.69677,1.69287,4.5e-4,6.7e-4,4.75898,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,865,137
1,999.94162,0.503,0.43765,0.50383,6.10851,1.29951,7.6e-4,3.6e-4,3.65791,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,219,138
1,172.42739,0.37017,0.56359,0.44467,2.34045,7.65382,3.9e-4,5.6e-4,6.34071,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,21,139
1,941.58785,0.52152,0.41144,0.54296,9.57293,2.40834,4.3e-4,7e-4,3.20548,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,210,140
1,489.1796,0.43083,0.42184,0.52106,7.60716,5.24219,4.1e-4,4.1e-4,5.96207,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,65,141
1,325.28729,0.50688,0.47356,0.628,5.82639,0.55067,2.2e-4,6.5e-4,5.41936,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,71,142
1,818.25167,0.33262,0.35265,0.58832,1.36565,6.49506,7.6e-4,4.9e-4,6.50545,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,65,143
1,622.01679,0.62986,0.34431,0.45659,0.08614,4.87056,6.5e-4,4.4e-4,5.8362,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,537,144
1,737.38096,0.4836,0.4845,0.54554,0.59611,0.35925,7.8e-4,3.9e-4,3.22864,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,160,145
1,512.27182,0.39054,0.42393,0.57167,3.09128,0.87759,5.7e-4,4.9e-4,4.9321,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,76,146
1,223.61845,0.52349,0.45998,0.34177,9.48723,2.09629,3.4e-4,6e-4,5.88135,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,202,147
1,455.47922,0.65763,0.53952,0.48035,9.60419,9.25308,4.4e-4,6.9e-4,3.65262,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,423,148
1,798.00185,0.57062,0.38482,0.55352,1.04328,0.73693,5.4e-4,5.9e-4,6.6933,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,256,149
1,250.9176,0.42915,0.4262,0.34718,2.29402,6.50251,2.2e-4,2.1e-4,6.95909,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,25,150
1,771.50563,0.51027,0.62921,0.44043,2.20931,3.40111,4.1e-4,7.2e-4,4.86959,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,647,151
1,466.54781,0.63368,0.33307,0.59364,3.50236,9.30783,6.7e-4,2.1e-4,5.24683,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,276,152
1,759.58115,0.43791,0.37047,0.61679,9.00257,7.43314,4.9e-4,3.1e-4,5.31531,KE,0.9,FALSE,0,FALSE,TRUE,TRUE,5642,2000,103,153
